"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","PT","Pressure","Pressure_Coefficient","Temperature","c","u","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.1739,5.9227e+05,1.1605,839.7,-1.69,0,3.3421e+05,1.7204e+05,6.6309e+17,266.45,332.85,386.26,1,2.454,2.454,0,0
2.1723,5.9192e+05,1.1621,840.02,-1.6866,0,3.3422e+05,1.718e+05,6.6023e+17,266.28,332.75,386.69,1,2.46,2.46,0,0
2.1707,5.9158e+05,1.1638,840.34,-1.6831,0,3.3423e+05,1.7157e+05,6.5736e+17,266.12,332.64,387.13,1,2.466,2.466,0,0
2.1691,5.9123e+05,1.1655,840.65,-1.6797,0,3.3424e+05,1.7133e+05,6.5449e+17,265.95,332.54,387.56,1,2.472,2.472,0,0
2.1675,5.9089e+05,1.1671,840.97,-1.6763,0,3.3424e+05,1.711e+05,6.5163e+17,265.78,332.43,387.99,1,2.478,2.478,0,0
2.1659,5.9054e+05,1.1688,841.29,-1.6729,0,3.3425e+05,1.7086e+05,6.4876e+17,265.61,332.33,388.43,1,2.484,2.484,0,0
2.1647,5.903e+05,1.1703,841.66,-1.6795,0,3.343e+05,1.7067e+05,6.4645e+17,265.46,332.23,388.81,1,2.49,2.49,0,0
2.1648,5.9037e+05,1.1712,842.2,-1.7156,0,3.3445e+05,1.7062e+05,6.4579e+17,265.37,332.18,389.05,1,2.496,2.496,0,0
2.1648,5.9044e+05,1.1721,842.73,-1.7517,0,3.346e+05,1.7056e+05,6.4513e+17,265.28,332.12,389.29,1,2.502,2.502,0,0
2.1649,5.9051e+05,1.1731,843.27,-1.7878,0,3.3475e+05,1.7051e+05,6.4446e+17,265.19,332.06,389.53,1,2.508,2.508,0,0
2.1649,5.9057e+05,1.174,843.8,-1.8239,0,3.349e+05,1.7045e+05,6.438e+17,265.1,332.01,389.76,1,2.514,2.514,0,0
2.165,5.9064e+05,1.1749,844.34,-1.86,0,3.3505e+05,1.704e+05,6.4313e+17,265.01,331.95,390,1,2.52,2.52,0,0
2.165,5.9071e+05,1.1758,844.87,-1.8961,0,3.352e+05,1.7034e+05,6.4247e+17,264.92,331.89,390.24,1,2.526,2.526,0,0
2.165,5.9078e+05,1.1767,845.4,-1.9322,0,3.3535e+05,1.7029e+05,6.4181e+17,264.83,331.84,390.48,1,2.532,2.532,0,0
2.1671,5.913e+05,1.1766,846.1,-2.0039,0,3.3563e+05,1.7045e+05,6.4379e+17,264.83,331.84,390.44,1,2.538,2.538,0,0
2.1705,5.9217e+05,1.1757,846.91,-2.1021,0,3.3601e+05,1.7078e+05,6.4775e+17,264.92,331.89,390.19,1,2.544,2.544,0,0
2.174,5.9304e+05,1.1747,847.72,-2.2003,0,3.3639e+05,1.711e+05,6.5172e+17,265,331.94,389.95,1,2.55,2.55,0,0
2.1774,5.9391e+05,1.1738,848.54,-2.2985,0,3.3677e+05,1.7143e+05,6.5568e+17,265.08,331.99,389.7,1,2.556,2.556,0,0
2.1809,5.9478e+05,1.1729,849.35,-2.3967,0,3.3715e+05,1.7176e+05,6.5964e+17,265.16,332.05,389.45,1,2.562,2.562,0,0
2.1844,5.9565e+05,1.172,850.17,-2.4949,0,3.3753e+05,1.7208e+05,6.636e+17,265.24,332.1,389.21,1,2.568,2.568,0,0
2.1878,5.9652e+05,1.171,850.98,-2.5931,0,3.3791e+05,1.7241e+05,6.6756e+17,265.33,332.15,388.96,1,2.574,2.574,0,0
2.1913,5.9739e+05,1.1701,851.79,-2.6913,0,3.3829e+05,1.7273e+05,6.7152e+17,265.41,332.2,388.72,1,2.58,2.58,0,0
2.1985,5.9914e+05,1.1673,852.93,-2.7058,0,3.3893e+05,1.7347e+05,6.8052e+17,265.67,332.36,387.98,1,2.586,2.586,0,0
2.2061,6.01e+05,1.1643,854.1,-2.7102,0,3.3961e+05,1.7426e+05,6.9013e+17,265.95,332.54,387.19,1,2.592,2.592,0,0
2.2137,6.0286e+05,1.1613,855.28,-2.7147,0,3.4028e+05,1.7505e+05,6.9973e+17,266.24,332.72,386.39,1,2.598,2.598,0,0
2.2213,6.0473e+05,1.1583,856.45,-2.7191,0,3.4096e+05,1.7584e+05,7.0934e+17,266.52,332.9,385.6,1,2.604,2.604,0,0
2.2289,6.0659e+05,1.1553,857.62,-2.7236,0,3.4164e+05,1.7663e+05,7.1894e+17,266.81,333.07,384.81,1,2.61,2.61,0,0
2.2365,6.0845e+05,1.1523,858.8,-2.728,0,3.4231e+05,1.7742e+05,7.2855e+17,267.09,333.25,384.01,1,2.616,2.616,0,0
2.2442,6.1031e+05,1.1493,859.97,-2.7325,0,3.4299e+05,1.7821e+05,7.3815e+17,267.37,333.43,383.22,1,2.622,2.622,0,0
2.2522,6.1228e+05,1.1462,861.19,-2.715,0,3.437e+05,1.7905e+05,7.4836e+17,267.67,333.62,382.38,1,2.628,2.628,0,0
2.262,6.1467e+05,1.1424,862.57,-2.6159,0,3.4455e+05,1.8008e+05,7.6083e+17,268.04,333.84,381.37,1,2.634,2.634,0,0
2.2717,6.1706e+05,1.1386,863.95,-2.5168,0,3.454e+05,1.811e+05,7.7329e+17,268.4,334.07,380.36,1,2.64,2.64,0,0
2.2815,6.1944e+05,1.1348,865.33,-2.4178,0,3.4625e+05,1.8213e+05,7.8576e+17,268.76,334.29,379.35,1,2.646,2.646,0,0
2.2912,6.2183e+05,1.131,866.71,-2.3187,0,3.471e+05,1.8315e+05,7.9822e+17,269.13,334.52,378.34,1,2.652,2.652,0,0
2.301,6.2422e+05,1.1272,868.09,-2.2196,0,3.4795e+05,1.8418e+05,8.1069e+17,269.49,334.74,377.33,1,2.658,2.658,0,0
2.3107,6.266e+05,1.1235,869.47,-2.1205,0,3.488e+05,1.852e+05,8.2315e+17,269.85,334.97,376.32,1,2.664,2.664,0,0
2.3205,6.2899e+05,1.1197,870.85,-2.0215,0,3.4964e+05,1.8623e+05,8.3562e+17,270.21,335.19,375.3,1,2.67,2.67,0,0
2.3292,6.3112e+05,1.1164,872.06,-1.9041,0,3.504e+05,1.8715e+05,8.4675e+17,270.53,335.39,374.42,1,2.676,2.676,0,0
2.337,6.3303e+05,1.1135,873.14,-1.7706,0,3.5108e+05,1.8796e+05,8.567e+17,270.8,335.56,373.65,1,2.682,2.682,0,0
2.3447,6.3494e+05,1.1107,874.21,-1.6371,0,3.5176e+05,1.8878e+05,8.6666e+17,271.08,335.73,372.88,1,2.688,2.688,0,0
2.3525,6.3685e+05,1.1078,875.29,-1.5037,0,3.5244e+05,1.896e+05,8.7661e+17,271.35,335.9,372.1,1,2.694,2.694,0,0
2.3603,6.3876e+05,1.1049,876.36,-1.3702,0,3.5312e+05,1.9042e+05,8.8657e+17,271.62,336.07,371.33,1,2.7,2.7,0,0
2.3681,6.4066e+05,1.1021,877.44,-1.2367,0,3.5381e+05,1.9124e+05,8.9653e+17,271.9,336.24,370.56,1,2.706,2.706,0,0
2.3759,6.4257e+05,1.0992,878.51,-1.1032,0,3.5449e+05,1.9206e+05,9.0648e+17,272.17,336.41,369.79,1,2.712,2.712,0,0
2.3836,6.4448e+05,1.0964,879.59,-0.96974,0,3.5517e+05,1.9288e+05,9.1644e+17,272.45,336.58,369.01,1,2.718,2.718,0,0
2.3888,6.4578e+05,1.0949,880.52,-0.95328,0,3.5568e+05,1.934e+05,9.2282e+17,272.6,336.67,368.6,1,2.724,2.724,0,0
2.3936,6.4698e+05,1.0936,881.43,-0.95732,0,3.5617e+05,1.9388e+05,9.2857e+17,272.72,336.75,368.26,1,2.73,2.73,0,0
2.3983,6.4818e+05,1.0923,882.33,-0.96136,0,3.5666e+05,1.9435e+05,9.3433e+17,272.85,336.82,367.91,1,2.736,2.736,0,0
2.403,6.4938e+05,1.091,883.24,-0.9654,0,3.5714e+05,1.9482e+05,9.4009e+17,272.97,336.9,367.57,1,2.742,2.742,0,0
2.4077,6.5058e+05,1.0897,884.15,-0.96944,0,3.5763e+05,1.953e+05,9.4584e+17,273.1,336.98,367.22,1,2.748,2.748,0,0
2.4125,6.5177e+05,1.0885,885.05,-0.97348,0,3.5812e+05,1.9577e+05,9.516e+17,273.23,337.06,366.87,1,2.754,2.754,0,0
2.4172,6.5297e+05,1.0872,885.96,-0.97752,0,3.5861e+05,1.9624e+05,9.5735e+17,273.35,337.13,366.53,1,2.76,2.76,0,0
2.4218,6.5413e+05,1.086,886.87,-0.98873,0,3.5909e+05,1.967e+05,9.6288e+17,273.47,337.21,366.21,1,2.766,2.766,0,0
2.4256,6.5511e+05,1.0853,887.79,-1.0348,0,3.5953e+05,1.9706e+05,9.6725e+17,273.54,337.25,366.02,1,2.772,2.772,0,0
2.4294,6.561e+05,1.0846,888.71,-1.0809,0,3.5997e+05,1.9742e+05,9.7162e+17,273.61,337.29,365.83,1,2.778,2.778,0,0
2.4331,6.5708e+05,1.0839,889.63,-1.127,0,3.6042e+05,1.9778e+05,9.76e+17,273.68,337.34,365.64,1,2.784,2.784,0,0
2.4369,6.5806e+05,1.0832,890.55,-1.1731,0,3.6086e+05,1.9814e+05,9.8037e+17,273.75,337.38,365.44,1,2.79,2.79,0,0
2.4407,6.5904e+05,1.0825,891.48,-1.2193,0,3.613e+05,1.985e+05,9.8475e+17,273.82,337.43,365.25,1,2.796,2.796,0,0
2.4445,6.6003e+05,1.0818,892.4,-1.2654,0,3.6174e+05,1.9886e+05,9.8912e+17,273.89,337.47,365.06,1,2.802,2.802,0,0
2.4483,6.6101e+05,1.0811,893.32,-1.3115,0,3.6219e+05,1.9921e+05,9.9349e+17,273.97,337.51,364.87,1,2.808,2.808,0,0
2.4529,6.6211e+05,1.0796,893.96,-1.3312,0,3.6259e+05,1.9968e+05,9.9918e+17,274.1,337.6,364.46,1,2.814,2.814,0,0
2.4582,6.6334e+05,1.0773,894.31,-1.3235,0,3.6295e+05,2.0026e+05,1.0062e+18,274.3,337.72,363.82,1,2.82,2.82,0,0
2.4635,6.6457e+05,1.075,894.66,-1.3157,0,3.6331e+05,2.0084e+05,1.0133e+18,274.5,337.84,363.18,1,2.826,2.826,0,0
2.4688,6.658e+05,1.0728,895.01,-1.308,0,3.6367e+05,2.0142e+05,1.0204e+18,274.7,337.96,362.55,1,2.832,2.832,0,0
2.4741,6.6703e+05,1.0705,895.37,-1.3003,0,3.6402e+05,2.0201e+05,1.0274e+18,274.9,338.09,361.91,1,2.838,2.838,0,0
2.4795,6.6826e+05,1.0682,895.72,-1.2925,0,3.6438e+05,2.0259e+05,1.0345e+18,275.1,338.21,361.27,1,2.844,2.844,0,0
2.4848,6.6949e+05,1.0659,896.07,-1.2848,0,3.6474e+05,2.0317e+05,1.0415e+18,275.3,338.33,360.63,1,2.85,2.85,0,0
2.4901,6.7072e+05,1.0636,896.42,-1.2771,0,3.651e+05,2.0375e+05,1.0486e+18,275.5,338.45,360,1,2.856,2.856,0,0
2.4935,6.7164e+05,1.0633,897.4,-1.1765,0,3.6555e+05,2.0406e+05,1.0524e+18,275.55,338.49,359.9,1,2.862,2.862,0,0
2.4963,6.7248e+05,1.0633,898.53,-1.0541,0,3.6602e+05,2.0431e+05,1.0554e+18,275.56,338.5,359.94,1,2.868,2.868,0,0
2.4992,6.7332e+05,1.0634,899.66,-0.93165,0,3.6648e+05,2.0456e+05,1.0584e+18,275.58,338.51,359.97,1,2.874,2.874,0,0
2.5021,6.7416e+05,1.0635,900.78,-0.80923,0,3.6695e+05,2.0481e+05,1.0615e+18,275.6,338.52,360.01,1,2.88,2.88,0,0
2.505,6.75e+05,1.0636,901.91,-0.68681,0,3.6742e+05,2.0506e+05,1.0645e+18,275.62,338.53,360.04,1,2.886,2.886,0,0
2.5079,6.7584e+05,1.0636,903.04,-0.56439,0,3.6789e+05,2.053e+05,1.0675e+18,275.63,338.54,360.08,1,2.892,2.892,0,0
2.5108,6.7669e+05,1.0637,904.17,-0.44196,0,3.6836e+05,2.0555e+05,1.0706e+18,275.65,338.55,360.11,1,2.898,2.898,0,0
2.5129,6.7735e+05,1.0641,905.26,-0.34265,0,3.6877e+05,2.0572e+05,1.0725e+18,275.63,338.54,360.24,1,2.904,2.904,0,0
2.5102,6.7678e+05,1.0668,906.12,-0.39932,0,3.6884e+05,2.0529e+05,1.0674e+18,275.37,338.37,360.98,1,2.91,2.91,0,0
2.5074,6.7622e+05,1.0696,906.97,-0.456,0,3.6891e+05,2.0487e+05,1.0622e+18,275.1,338.21,361.73,1,2.916,2.916,0,0
2.5046,6.7565e+05,1.0723,907.82,-0.51267,0,3.6898e+05,2.0445e+05,1.0571e+18,274.84,338.05,362.47,1,2.922,2.922,0,0
2.5018,6.7509e+05,1.075,908.68,-0.56935,0,3.6905e+05,2.0402e+05,1.052e+18,274.58,337.89,363.22,1,2.928,2.928,0,0
2.499,6.7452e+05,1.0777,909.53,-0.62603,0,3.6912e+05,2.036e+05,1.0468e+18,274.31,337.73,363.97,1,2.934,2.934,0,0
2.4963,6.7396e+05,1.0804,910.39,-0.6827,0,3.6919e+05,2.0318e+05,1.0417e+18,274.05,337.56,364.71,1,2.94,2.94,0,0
2.4935,6.734e+05,1.0832,911.24,-0.73938,0,3.6926e+05,2.0275e+05,1.0365e+18,273.78,337.4,365.46,1,2.946,2.946,0,0
2.4877,6.7212e+05,1.0871,911.75,-0.71946,0,3.691e+05,2.0201e+05,1.0275e+18,273.41,337.17,366.52,1,2.952,2.952,0,0
2.4784,6.6997e+05,1.0924,911.83,-0.60536,0,3.6865e+05,2.0088e+05,1.0138e+18,272.89,336.85,367.97,1,2.958,2.958,0,0
2.469,6.6782e+05,1.0978,911.92,-0.49125,0,3.6819e+05,1.9975e+05,1e+18,272.38,336.53,369.42,1,2.964,2.964,0,0
2.4596,6.6567e+05,1.1031,912,-0.37715,0,3.6774e+05,1.9862e+05,9.8629e+17,271.87,336.22,370.87,1,2.97,2.97,0,0
2.4503,6.6352e+05,1.1085,912.08,-0.26304,0,3.6728e+05,1.9749e+05,9.7254e+17,271.35,335.9,372.32,1,2.976,2.976,0,0
2.4409,6.6137e+05,1.1139,912.16,-0.14894,0,3.6683e+05,1.9636e+05,9.588e+17,270.84,335.58,373.77,1,2.982,2.982,0,0
2.4315,6.5922e+05,1.1192,912.25,-0.034842,0,3.6638e+05,1.9523e+05,9.4505e+17,270.33,335.26,375.22,1,2.988,2.988,0,0
2.4222,6.5707e+05,1.1246,912.33,0.079262,0,3.6592e+05,1.941e+05,9.3131e+17,269.81,334.94,376.67,1,2.994,2.994,0,0
2.4076,6.5364e+05,1.1322,911.51,0.28458,0,3.65e+05,1.9242e+05,9.1094e+17,269.08,334.49,378.68,1,3,3,0,0
2.3914,6.4982e+05,1.1405,910.42,0.51744,0,3.6394e+05,1.9059e+05,8.8858e+17,268.28,333.99,380.85,1,3.006,3.006,0,0
2.3753,6.46e+05,1.1487,909.33,0.7503,0,3.6288e+05,1.8875e+05,8.6621e+17,267.48,333.49,383.03,1,3.012,3.012,0,0
2.3591,6.4218e+05,1.157,908.24,0.98315,0,3.6182e+05,1.8691e+05,8.4385e+17,266.68,332.99,385.21,1,3.018,3.018,0,0
2.343,6.3836e+05,1.1653,907.15,1.216,0,3.6076e+05,1.8507e+05,8.2149e+17,265.87,332.49,387.38,1,3.024,3.024,0,0
2.3268,6.3454e+05,1.1736,906.06,1.4489,0,3.597e+05,1.8323e+05,7.9912e+17,265.07,331.99,389.56,1,3.03,3.03,0,0
2.3107,6.3072e+05,1.1818,904.97,1.6817,0,3.5864e+05,1.8139e+05,7.7676e+17,264.27,331.49,391.74,1,3.036,3.036,0,0
2.2943,6.2682e+05,1.1902,903.77,1.9171,0,3.5754e+05,1.7952e+05,7.5409e+17,263.46,330.98,393.94,1,3.042,3.042,0,0
2.275,6.2217e+05,1.2001,901.5,2.1786,0,3.5607e+05,1.774e+05,7.2825e+17,262.5,330.37,396.43,1,3.048,3.048,0,0
2.2556,6.1751e+05,1.2099,899.24,2.44,0,3.546e+05,1.7527e+05,7.0242e+17,261.54,329.76,398.91,1,3.054,3.054,0,0
2.2363,6.1285e+05,1.2197,896.97,2.7014,0,3.5313e+05,1.7315e+05,6.7658e+17,260.58,329.15,401.4,1,3.06,3.06,0,0
2.217,6.082e+05,1.2296,894.7,2.9629,0,3.5166e+05,1.7102e+05,6.5074e+17,259.62,328.55,403.89,1,3.066,3.066,0,0
2.1977,6.0354e+05,1.2394,892.43,3.2244,0,3.5019e+05,1.689e+05,6.2491e+17,258.66,327.94,406.37,1,3.072,3.072,0,0
2.1783,5.9888e+05,1.2492,890.16,3.4858,0,3.4872e+05,1.6677e+05,5.9907e+17,257.69,327.33,408.86,1,3.078,3.078,0,0
2.159,5.9423e+05,1.2591,887.89,3.7473,0,3.4725e+05,1.6465e+05,5.7323e+17,256.73,326.72,411.35,1,3.084,3.084,0,0
2.1389,5.8936e+05,1.2694,885.15,4.0238,0,3.4565e+05,1.6248e+05,5.4681e+17,255.73,326.08,413.91,1,3.09,3.09,0,0
2.1178,5.842e+05,1.2804,881.72,4.3222,0,3.4385e+05,1.6023e+05,5.1953e+17,254.65,325.39,416.58,1,3.096,3.096,0,0
2.0966,5.7903e+05,1.2915,878.29,4.6206,0,3.4205e+05,1.5799e+05,4.9226e+17,253.58,324.7,419.25,1,3.102,3.102,0,0
2.0755,5.7386e+05,1.3025,874.86,4.919,0,3.4024e+05,1.5574e+05,4.6498e+17,252.5,324.01,421.92,1,3.108,3.108,0,0
2.0543,5.6869e+05,1.3136,871.43,5.2175,0,3.3844e+05,1.535e+05,4.3771e+17,251.42,323.32,424.6,1,3.114,3.114,0,0
2.0332,5.6353e+05,1.3246,868,5.5159,0,3.3664e+05,1.5126e+05,4.1043e+17,250.35,322.63,427.27,1,3.12,3.12,0,0
2.012,5.5836e+05,1.3357,864.57,5.8143,0,3.3484e+05,1.4901e+05,3.8316e+17,249.27,321.94,429.94,1,3.126,3.126,0,0
1.9909,5.5319e+05,1.3467,861.15,6.1127,0,3.3304e+05,1.4677e+05,3.5588e+17,248.2,321.25,432.61,1,3.132,3.132,0,0
1.9694,5.4783e+05,1.3581,856.86,6.2546,0,3.31e+05,1.4455e+05,3.2893e+17,247.08,320.52,435.25,1,3.138,3.138,0,0
1.9477,5.424e+05,1.3696,852.25,6.3375,0,3.2888e+05,1.4235e+05,3.0209e+17,245.94,319.78,437.87,1,3.144,3.144,0,0
1.9261,5.3696e+05,1.3811,847.63,6.4204,0,3.2675e+05,1.4014e+05,2.7525e+17,244.81,319.04,440.5,1,3.15,3.15,0,0
1.9044,5.3153e+05,1.3926,843.02,6.5033,0,3.2463e+05,1.3793e+05,2.4841e+17,243.68,318.3,443.13,1,3.156,3.156,0,0
1.8827,5.2609e+05,1.4041,838.41,6.5862,0,3.2251e+05,1.3572e+05,2.2158e+17,242.54,317.56,445.75,1,3.162,3.162,0,0
1.8611,5.2066e+05,1.4156,833.8,6.6691,0,3.2038e+05,1.3352e+05,1.9474e+17,241.41,316.81,448.38,1,3.168,3.168,0,0
1.8394,5.1523e+05,1.4271,829.19,6.752,0,3.1826e+05,1.3131e+05,1.679e+17,240.27,316.07,451,1,3.174,3.174,0,0
1.8178,5.0979e+05,1.4386,824.55,6.8335,0,3.1613e+05,1.2911e+05,1.4115e+17,239.14,315.33,453.62,1,3.18,3.18,0,0
1.7968,5.0444e+05,1.4504,819.24,6.8857,0,3.1387e+05,1.2705e+05,1.1612e+17,237.99,314.57,456.17,1,3.186,3.186,0,0
1.7758,4.991e+05,1.4622,813.94,6.9379,0,3.1161e+05,1.2499e+05,9.109e+16,236.84,313.8,458.73,1,3.192,3.192,0,0
1.7547,4.9375e+05,1.474,808.63,6.99,0,3.0935e+05,1.2293e+05,6.6061e+16,235.69,313.04,461.28,1,3.198,3.198,0,0
1.7337,4.884e+05,1.4857,803.32,7.0422,0,3.0708e+05,1.2087e+05,4.1032e+16,234.54,312.27,463.83,1,3.204,3.204,0,0
1.7127,4.8305e+05,1.4975,798.02,7.0944,0,3.0482e+05,1.1882e+05,1.6003e+16,233.39,311.51,466.38,1,3.21,3.21,0,0
1.6917,4.777e+05,1.5093,792.71,7.1466,0,3.0256e+05,1.1676e+05,-9.0259e+15,232.25,310.74,468.93,1,3.216,3.216,0,0
1.6707,4.7235e+05,1.5211,787.41,7.1988,0,3.003e+05,1.147e+05,-3.4054e+16,231.1,309.98,471.48,1,3.222,3.222,0,0
1.6502,4.6711e+05,1.5329,781.99,7.2308,0,2.9803e+05,1.1272e+05,-5.8109e+16,229.96,309.22,473.98,1,3.228,3.228,0,0
1.6306,4.6208e+05,1.5447,776.36,7.2277,0,2.9576e+05,1.1088e+05,-8.0475e+16,228.84,308.46,476.39,1,3.234,3.234,0,0
1.6111,4.5704e+05,1.5564,770.74,7.2247,0,2.9348e+05,1.0904e+05,-1.0284e+17,227.72,307.7,478.8,1,3.24,3.24,0,0
1.5915,4.52e+05,1.5682,765.12,7.2217,0,2.912e+05,1.072e+05,-1.2521e+17,226.6,306.94,481.21,1,3.246,3.246,0,0
1.5719,4.4697e+05,1.5799,759.49,7.2187,0,2.8892e+05,1.0536e+05,-1.4757e+17,225.48,306.18,483.62,1,3.252,3.252,0,0
1.5524,4.4193e+05,1.5917,753.87,7.2156,0,2.8665e+05,1.0352e+05,-1.6994e+17,224.36,305.42,486.02,1,3.258,3.258,0,0
1.5328,4.3689e+05,1.6034,748.25,7.2126,0,2.8437e+05,1.0168e+05,-1.923e+17,223.24,304.66,488.43,1,3.264,3.264,0,0
1.5132,4.3186e+05,1.6152,742.62,7.2096,0,2.8209e+05,99844,-2.1467e+17,222.12,303.9,490.84,1,3.27,3.27,0,0
1.4952,4.2719e+05,1.6266,737.09,7.172,0,2.799e+05,98191,-2.3476e+17,221.05,303.17,493.1,1,3.276,3.276,0,0
1.4779,4.2269e+05,1.6379,731.61,7.1185,0,2.7775e+05,96624,-2.5382e+17,220,302.44,495.3,1,3.282,3.282,0,0
1.4607,4.1819e+05,1.6492,726.12,7.0651,0,2.756e+05,95056,-2.7287e+17,218.95,301.72,497.49,1,3.288,3.288,0,0
1.4434,4.1369e+05,1.6605,720.63,7.0116,0,2.7345e+05,93489,-2.9192e+17,217.9,300.99,499.68,1,3.294,3.294,0,0
1.4261,4.0919e+05,1.6718,715.15,6.9582,0,2.713e+05,91922,-3.1098e+17,216.85,300.27,501.87,1,3.3,3.3,0,0
1.4088,4.0469e+05,1.6831,709.66,6.9047,0,2.6915e+05,90355,-3.3003e+17,215.8,299.54,504.07,1,3.306,3.306,0,0
1.3915,4.0018e+05,1.6944,704.17,6.8512,0,2.67e+05,88788,-3.4909e+17,214.75,298.81,506.26,1,3.312,3.312,0,0
1.3742,3.9569e+05,1.7057,698.69,6.7977,0,2.6485e+05,87222,-3.6813e+17,213.7,298.09,508.45,1,3.318,3.318,0,0
1.3592,3.9174e+05,1.7163,693.53,6.7283,0,2.6288e+05,85910,-3.8407e+17,212.74,297.41,510.41,1,3.324,3.324,0,0
1.3442,3.8779e+05,1.7269,688.37,6.6589,0,2.609e+05,84598,-4.0002e+17,211.78,296.73,512.36,1,3.33,3.33,0,0
1.3293,3.8385e+05,1.7376,683.21,6.5894,0,2.5892e+05,83286,-4.1597e+17,210.81,296.06,514.32,1,3.336,3.336,0,0
1.3143,3.799e+05,1.7482,678.06,6.52,0,2.5694e+05,81975,-4.3192e+17,209.85,295.38,516.27,1,3.342,3.342,0,0
1.2993,3.7595e+05,1.7588,672.9,6.4506,0,2.5496e+05,80663,-4.4787e+17,208.88,294.7,518.23,1,3.348,3.348,0,0
1.2843,3.7201e+05,1.7694,667.74,6.3812,0,2.5298e+05,79351,-4.6382e+17,207.92,294.02,520.18,1,3.354,3.354,0,0
1.2693,3.6806e+05,1.7801,662.58,6.3117,0,2.51e+05,78040,-4.7976e+17,206.96,293.34,522.14,1,3.36,3.36,0,0
1.255,3.6428e+05,1.7905,657.56,6.241,0,2.4908e+05,76799,-4.9484e+17,206.02,292.68,524.02,1,3.366,3.366,0,0
1.2421,3.6086e+05,1.8004,652.83,6.1675,0,2.4729e+05,75708,-5.0811e+17,205.14,292.05,525.74,1,3.372,3.372,0,0
1.2293,3.5743e+05,1.8103,648.11,6.094,0,2.455e+05,74617,-5.2138e+17,204.26,291.42,527.47,1,3.378,3.378,0,0
1.2164,3.54e+05,1.8202,643.38,6.0205,0,2.4371e+05,73526,-5.3464e+17,203.38,290.79,529.2,1,3.384,3.384,0,0
1.2036,3.5057e+05,1.8301,638.65,5.947,0,2.4192e+05,72434,-5.4791e+17,202.5,290.16,530.93,1,3.39,3.39,0,0
1.1907,3.4714e+05,1.84,633.92,5.8735,0,2.4013e+05,71343,-5.6118e+17,201.62,289.53,532.65,1,3.396,3.396,0,0
1.1778,3.4372e+05,1.8499,629.19,5.8,0,2.3834e+05,70252,-5.7444e+17,200.74,288.9,534.38,1,3.402,3.402,0,0
1.165,3.4029e+05,1.8598,624.46,5.7265,0,2.3655e+05,69161,-5.8771e+17,199.86,288.28,536.11,1,3.408,3.408,0,0
1.1532,3.3714e+05,1.8692,619.99,5.663,0,2.3486e+05,68183,-5.9959e+17,199.04,287.68,537.7,1,3.414,3.414,0,0
1.1421,3.3414e+05,1.8784,615.65,5.6049,0,2.3323e+05,67269,-6.1071e+17,198.24,287.1,539.23,1,3.42,3.42,0,0
1.131,3.3114e+05,1.8876,611.32,5.5469,0,2.316e+05,66355,-6.2183e+17,197.44,286.52,540.76,1,3.426,3.426,0,0
1.1198,3.2814e+05,1.8968,606.99,5.4889,0,2.2998e+05,65440,-6.3295e+17,196.64,285.94,542.28,1,3.432,3.432,0,0
1.1087,3.2514e+05,1.906,602.65,5.4309,0,2.2835e+05,64526,-6.4406e+17,195.85,285.36,543.81,1,3.438,3.438,0,0
1.0976,3.2214e+05,1.9152,598.32,5.3729,0,2.2672e+05,63611,-6.5518e+17,195.05,284.78,545.33,1,3.444,3.444,0,0
1.0864,3.1914e+05,1.9244,593.98,5.3148,0,2.2509e+05,62697,-6.663e+17,194.25,284.19,546.86,1,3.45,3.45,0,0
1.0753,3.1614e+05,1.9336,589.65,5.2568,0,2.2347e+05,61783,-6.7741e+17,193.45,283.61,548.38,1,3.456,3.456,0,0
1.0653,3.1342e+05,1.9424,585.57,5.2184,0,2.2194e+05,60983,-6.8714e+17,192.7,283.06,549.79,1,3.462,3.462,0,0
1.0553,3.1071e+05,1.9513,581.5,5.1808,0,2.2042e+05,60188,-6.968e+17,191.95,282.51,551.2,1,3.468,3.468,0,0
1.0453,3.08e+05,1.9602,577.43,5.1431,0,2.1891e+05,59393,-7.0647e+17,191.2,281.96,552.61,1,3.474,3.474,0,0
1.0353,3.0528e+05,1.969,573.37,5.1055,0,2.1739e+05,58598,-7.1614e+17,190.46,281.4,554.01,1,3.48,3.48,0,0
1.0254,3.0257e+05,1.9779,569.3,5.0678,0,2.1587e+05,57802,-7.2581e+17,189.71,280.85,555.42,1,3.486,3.486,0,0
1.0154,2.9986e+05,1.9867,565.23,5.0302,0,2.1435e+05,57007,-7.3548e+17,188.96,280.3,556.83,1,3.492,3.492,0,0
1.0054,2.9715e+05,1.9956,561.16,4.9925,0,2.1283e+05,56212,-7.4514e+17,188.21,279.74,558.23,1,3.498,3.498,0,0
0.99575,2.9452e+05,2.0043,557.18,4.9519,0,2.1135e+05,55449,-7.5442e+17,187.48,279.2,559.6,1,3.504,3.504,0,0
0.98693,2.9211e+05,2.0127,553.44,4.9037,0,2.0996e+05,54766,-7.6272e+17,186.79,278.68,560.88,1,3.51,3.51,0,0
0.97811,2.8969e+05,2.0211,549.69,4.8554,0,2.0857e+05,54084,-7.7102e+17,186.1,278.17,562.16,1,3.516,3.516,0,0
